,date,publication,words,author,title,intro
0,2018-08-21,Les Echos,516mots,SOLENN POULLENNEC,Les superviseurs se penchent sur l'impact du changement climatique pour les assureurs,    ... Les autorités françaises estiment qu'une part significative des investissements du secteur est exposée à la transition vers une économie moins polluante. La mesure des risques liés au  climat reste ardue.  ...  
1,2018-05-25,Les Echos,344mots,SOPHIE ROLLAND,Des ONG demandent à BlackRock un engagement pour le climat,    ... Des ONG dénoncent l'impact  climatique des investissements du gestionnaire d'actifs.  ...  
2,2018-07-11,Les Echos,624mots,MICHAEL BLOOMBERG,Action climatique : les marchés s'engagent,"    ...  à améliorer la qualité et la granularité des données relatives aux implications économiques du réchauffement  climatique. Vendredi dernier, une coalition internationale de grands fonds souverains a publié un cadre d'analyse pour ...  "
3,2018-07-31,Les Echos,634mots,JOEL COSSARDEAUX,Climat : la vague d'incendies qui a frappé le nord de l'Europe pourrait devenir la règle,"    ...  l'évacuation de milliers de personnes. Records de température Cet embrasement survient dans un contexte  climatique exceptionnel, mais qui n'en pourrait pas moins devenir la règle. Dans le nord de l ...  "
4,2018-07-12,Les Echos,490mots,JOEL COSSARDEAUX,Réforme des institutions : la demi-victoire de Nicolas Hulot,"    ... Comme le souhaitait le ministre, la protection du  climat est un principe constitutionnel dans le projet de loi examiné cette semaine par les députés. Mais la formule retenue n'a pas grand ...  "
5,2018-06-06,Les Echos,70mots,,Climat : Des associations lancent un tour de France contre le réchauffement,"        ...  d'ANV COP21 et des Amis de la Terre, qui veulent mobiliser contre le changement  climatique.  « La crise  climatique n'est plus [...] en haut de l'agenda politique et  climatique »  , ontelles ...  "
6,2018-07-09,Les Echos,350mots,,Réchauffement(s) climatique(s),"        ...  ne dit pas forcément glace partout ! Il faisait très froid dans le Grand Nord, le  climat restait méditerranéen au sud de l'Europe et était clément dans le nord de l'Afrique ...  "
7,2018-05-31,Les Echos,1101mots,FRANK NIEDERCORN,"La grêle, révélatrice des fragilités du vignoble bordelais","    ...  de 20 % à 35 %. Encore très insuffisant, estime Bernard Farges :  « On note une évolution du  climat, et peu de territoires sont aujourd'hui épargnés par ces épisodes de grêle. Sauf à couvrir ...  "
8,2018-06-01,Les Echos,582mots,BRICE LALONDE,Quand la réglementation freine la transition énergétique,"    ...  réglementaire, la France sort de la route tracée en 2015 pour lutter contre le dérèglement  climatique. A cause de lui, les émissions de gaz à effet de serre du bâtiment sont en ...  "
9,2018-05-07,Les Echos,387mots,LAURENT THEVENIN,Allianz va tourner le dos au charbon,"    ...  uns après les autres, les assureurs intensifient leurs efforts dans la lutte contre le réchauffement  climatique. Allianz, le numéro un européen du secteur, a annoncé vendredi cesser  « avec effet immédiat »  de proposer ...  "
