,date,publication,words,author,title,intro
0,2013-08-06,La Croix,244mots,GREINER Dominique,Scepticisme énergétique,    Deux résultats importants ressortent du Baromètre d'opinion sur l'énergie et le  climat en 2013 publié par le Commissariat général au développement durable (CGDD). Le premier est que plus du tiers ...  
1,2013-08-06,La Croix,765mots,BOYER Paula,Quand les glaciers reculent,"    ... elle, en refusant de livrer un avis définitif sur le radoucissement  réel ou supposé  du  climat. Gerda invite à se fier à ce qu'elle voit:  « Avant, les fjords restaient gelés de ...  "
2,2013-07-04,La Croix,385mots,LEPATRE Simon,La planète a connu une décennie climatique « extrême » de 2001 à 2010,"    ...  compte parmi les dix plus chaudes jamais enregistrées. Le constat de l'étude sur « Le  climat dans le monde (20012010), une décennie d'extrêmes climatiques » de l'Organisation météorologique mondiale (OMM ...  "
3,2013-06-13,La Croix,355mots,REJU Emmanuelle,Les chefs d'entreprise disent « oui » à la transition énergétique,"    ...  environnementales (protéger l'environnement, tenir compte des limites des ressources et lutter contre le changement  climatique). Sans minimiser les obstacles à cette transition, notamment en termes de coûts, les Français la voient ...  "
4,2013-05-23,La Croix,324mots,COCHEZ Pierre,Les Islandais maîtrisent l'obscurité,"    ...  aux centres commerciaux. L'électricité est très bon marché »,  précise Arni Finnsson. Pour décrire ce  climat électrique, chacun évoque les illuminations du mois de décembre qui appellent Noël. « J'ai été élevé ...  "
5,2013-05-22,La Croix,856mots,HUSSON Séverin,Les entreprises solidaires cultivent aussi leur fibre « écolo »,"    ... 'hui que s'il devait créer un nouveau produit,  « ce serait pour s'occuper du  climat ».  Le  climat?  « Bien sûr,  affirmetil.  La raréfaction des ressources doit être vue comme une ...  "
6,2013-05-24,La Croix,690mots,REJU Emmanuelle,Le débat sur l'énergie se crispe sur le nucléaire,    ...  deux impératifs: respecter les objectifs internationaux de la France dans la lutte contre le changement  climatique  que personne ne remet en question  et intégrer la réduction de la part du nucléaire de ...  
7,2013-08-09,La Croix,329mots,PIGAGLIO Rémy,Fonte des glaces record dans l'Arctique en 2012,"    Quel est le bilan  climatique de 2012? Selon la Noaa, l'Agence océanique et atmosphérique américaine, l'année 2012 a été la huitième ou neuvième année la plus chaude à la surface ...  "
8,2013-05-07,La Croix,681mots,,Courrier,"        ...  de Kyoto (cité par le commentaire) cherche à limiter et qui sont responsables du réchauffement  climatique global. Cet amalgame est souvent présent dans l'esprit du grand public, comme en témoignent les ...  "
9,2013-08-21,La Croix,295mots,FARGUE Charlotte,"Y a-t-il une intensification des inondations? Jean Jouzel, climatologue français, directeur de recherche au Commissariat à l'énergie atomique (CEA), directeur [...]","    ...  sont toujours plus importants. Le problème de l'intensification des inondations n'est pas tant  climatique qu'humain. Certes, le réchauffement  climatique y fait beaucoup, mais la faible sensibilisation des personnes vivant ...  "
