,date,publication,words,author,title,intro
0,2015-07-25,Le Parisien,516mots,Jean-Gabriel Bontinck,Les ateliers écolos de la « guinguette du climat » de Saint-Denis,    La conférence  Climat ou COP 21 réunira chefs d'Etat et dirigeants du monde entier en décembre au Bourget. Pas moins de 40 000 personnes participeront à ce grand rendezvous qui ...  
1,2015-06-19,Le Parisien,331mots,Bertrand Schneider,Climat : Nicolas Hulot cite le pape et le dalaï-lama,"    ...  l'envoyé spécial du président Hollande pour la protection de la planète, chargé de préparer la COP 21, la conférence  climat qui se tiendra au Bourget (SeineSaintDenis) en décembre.   ...  "
2,2015-06-19,Le Parisien,327mots,Bertrand Schneider,Climat : Hulot cite le pape et le dalaï-lama,"    ...  l'envoyé spécial du président Hollande pour la protection de la planète, chargé de préparer la COP 21, la conférence  climat qui se tiendra au Bourget (SeineSaintDenis) en décembre.   ...  "
3,2015-06-03,Le Parisien,114mots,,Conférence sur le réchauffement climatique,"        ...  novembre au 11 décembre, la France accueille et préside la 21 e conférence sur le  climat (COP21). La communauté d'agglomération de Val de Bièvre (CAVB) organise aujourd'hui à Arcueil une ...  "
4,2015-06-19,Le Parisien,331mots,Bertrand Schneider,Nicolas Hulot en appelle au pape et au dalaï-lama,"    ...  spécial du président Hollande pour la protection de la planète, chargé de préparer la COP 21, la conférence sur le  climat qui se tiendra au Bourget (SeineSaintDenis) en décembre.   ...  "
5,2015-08-27,Le Parisien,421mots,Emilie Torgemen,Ne l'appelez plus El Niño,"    ... CLIMAT. Le courant qui réchauffe les eaux du Pacifique et crée des bouleversements de température doit cette année, selon les experts, atteindre une intensité historique. Explications.  ...  "
6,2015-06-02,Le Parisien,330mots,Éric Hacquemand,"Avec Fabius, ça ne se réchauffe pas","    ...  bazar cette COP21 ! Alors que François Hollande a fait de la conférence contre le réchauffement  climatique de décembre à Paris une priorité, Ségolène Royal met les pieds dans le plat : compte tenu ...  "
7,2015-07-20,Le Parisien,148mots,,Anne Hidalgo sera reçue par le pape pour parler climat,"        A quelques mois de la COP 21, la conférence mondiale sur le  climat qui se tiendra à Paris en décembre, les initiatives se multiplient autour de la défense de l'environnement. Demain ...  "
8,2015-08-27,Le Parisien,155mots,,Une tour Eiffel au milieu de l'Amazonie,        ...  de plus que la tour Eiffel. Ce labo perché doit permettre d'étudier le changement  climatique dans le poumon de la planète pour les trente prochaines années. L'édifice permettra en effet ...  
9,2015-05-26,Le Parisien,495mots,Frédéric Mouchon,"L'ambroisie, cauchemar des allergiques","    ...  la revue « Nature Climate Change », les concentrations en pollen d'ambroisie pourraient quadrupler en Europe d'ici à 2050 et le changement  climatique serait responsable des deux tiers de cette augmentation.   ...  "
10,2015-07-01,Le Parisien,238mots,Philippe Baverel,Un sommet des maires sur le climat,    ...  MILLIER de maires venus du monde entier participeront au sommet des élus locaux pour le  climat à Paris le 4 décembre 2015. Cette réunion dont l'objectif est « d'inciter les villes ...  
11,2015-08-05,Le Parisien,157mots,,Climat : Hollande salue le courage d'Obama,"        ...  propre « constitue une contribution majeure au succès de la conférence de Paris sur le changement  climatique », qui se tient en décembre. Sur Twitter, la ministre de l'Ecologie, Ségolène Royal, a également ...  "
12,2015-06-27,Le Parisien,478mots,Émilie Torgemen,"Avant de jeter, réfléchissez !","    ... ENVIRONNEMENT. Recycler ses déchets permet aussi de lutter contre le réchauffement  climatique. Selon une étude que nous révélons, c'est moins anecdotique qu'il n'y paraît.  ...  "
13,2015-06-16,Le Parisien,243mots,Floriane Louison,Les collégiens de Rousseau défendent le climat,"    ...  bureau. « Toute l'année, nous avons travaillé sur les questions environnementales, en particulier le réchauffement  climatique. Nous avons été sensibilisés à tout cela », détaille cette élève. « Par exemple, j'ai expliqué à ...  "
14,2015-08-12,Le Parisien,127mots,F.Ni.,2 000 km à vélo pour le climat,"    ...  C'est dans la capitale danoise que fut signé en 2009 l'accord sur le  climat. Et c'est à Paris que se tiendra la COP21, la conférence des Nations unies sur ...  "
15,2015-06-09,Le Parisien,418mots,Philippe Martinat,Un petit pas pour le climat,"    ...  le 1,6 Md dû au FMI. Cependant, il a surtout développé les engagements en matière de  climat, sa priorité durant ce sommet du G 7, comme celle d'Angela Merkel.  ...  "
16,2015-07-17,Le Parisien,102mots,,Venez parler climat avec les écolos,        Débattre du changement  climatique et évoquer les enjeux de la grande conférence COP 21 sur le  climat qui aura lieu à Paris en décembre. Le groupe Yvelinois d'EuropeEcologieles Verts ...  
17,2015-06-17,Le Parisien,84mots,,Les ambassadeurs à vélo pour le climat,"        Aujourd'hui, à l'occasion de la Journée mondiale de la diplomatie  climatique, une dizaine d'ambassadeurs européens se rendront des ChampsElysées au Quai d'Orsay à vélo, où ils retrouveront ...  "
18,2015-06-10,Le Parisien,333mots,Frédéric Mouchon,Les ados ont leur mot à dire,    ... Climat. France Info va faire plancher mille collégiens sur leurs solutions pour lutter contre le réchauffement.  ...  
19,2015-07-02,Le Parisien,421mots,,Comment mieux prévoir l'hiver,"        ...  paraître incongrue, mais ne l'est pas forcément : plusieurs modèles prévisionnels montrent que le réchauffement  climatique pourrait se traduire chez nous par des étés plus chauds, comme en ce moment, mais aussi ...  "
20,2015-08-12,Le Parisien,359mots,Florian Niget,Ils défendent le climat en traversant l'Europe,"    ...  dans la capitale danoise que fut signé en 2009 l'accord de Copenhague sur le  climat. Et c'est à Paris que se tiendra en décembre la COP21, la conférence des Nations ...  "
21,2015-06-13,Le Parisien,494mots,Flora Genoux,Ils aspirent les nuages,"    ...  le pouls de la planète. Et à six mois de la grande conférence sur le  climat à Paris, leurs travaux nourriront sûrement les débats scientifiques autour des négociations. « Savoir comment réagissent les ...  "
22,2015-05-14,Le Parisien,735mots,Hélène Haus,Les 12 scénarios de la fin du monde,"    ... 1  Un changement  climatique extrême. Le réchauffement  climatique pourrait être bien plus élevé que prévu. Les pays pauvres seraient alors les premiers touchés. Décès, famines, effondrement social et vagues d'immigration... combinés ...  "
23,2015-05-25,Le Parisien,130mots,,Le concert pour le climat reporté à l'automne,"        ...  l'automne », à une date encore non précisée, que résonnera le concert mondial pour le  climat, au pied de la tour Eiffel, en même temps que dans plusieurs villes du monde. Initié ...  "
24,2015-07-21,Le Parisien,512mots,Vincent Mongaillard,"Bartholomée Ier, le Patriarche vert","    ...  quarante personnalités influentes rassemblées aujourd'hui à Paris à l'occasion du Sommet des consciences pour le  climat. Parmi les autres invités, l'exsecrétaire général des Nations unies Kofi Annan.   ...  "
25,2015-08-12,Le Parisien,127mots,,2 000 km à vélo contre le réchauffement,"        ...  C'est dans la capitale danoise que fut signé en 2009 l'accord sur le  climat. Et c'est à Paris que se tiendra la COP21, la conférence des Nations unies sur ...  "
26,2015-05-24,Le Parisien,353mots,Hubert Lizé,L'homme qui a fait parler la banquise,"    ...  IL EST DE CEUX qui ont montré l'influence des activités humaines sur le réchauffement  climatique. Le glaciologue Claude Lorius, 82 ans, vingtdeux expéditions polaires  soit dix ans de sa vie ...  "
