,date,publication,words,author,title,intro
0,2018-05-26,Le Parisien - Paris,360mots,,propos recueillis Par Christine Henry Pourquoi lancer,        propos recueillis Par Christine Henry Pourquoi lancer une votation citoyenne alors que le plan  Climat a été adopté le 22 mars par le Conseil de Paris ? CÉLIA BLAUEL.La Ville de Paris ...  
1,2018-08-15,Le Parisien - Paris ,512mots,,"Ses lavandes meurent, il poursuit l'Europe","        ...  la terre des Feschet s'en était toujours remise. C'était avant que la machine  climatique ne s'emballe. Pluies diluviennes, sécheresses à répétition, gel de printemps tardif... depuis dix ans, Maurice ...  "
2,2018-06-04,Le Parisien - Yvelines,502mots,,La « Vélorution » est en marche !,"        ...  Yvelines servent d'échauffement pour le Tour Alternatiba, la plus grande mobilisation citoyenne sur le  climat depuis 2015. Cet événement d'envergure compte près de 200 étapes dans cinq pays européens, pour ...  "
3,2018-08-15,Le Parisien - Paris ,424mots,F.M.,Et ça va durer !,"    ...  de la Transition écologique et solidaire, Nicolas Hulot, avait repris son antienne favorite : le réchauffement  climatique est à nos portes et la maison brûle déjà. Il ne croyait pas si bien dire ...  "
4,2018-05-26,Le Parisien - Paris,241mots,M.-A.G. et C.H.,Plan Climat : faut-il faire voter les Parisiens ?,"    ...  le cadre de la votation citoyenne organisée par la mairie de Paris sur son plan  Climat air énergie. Jusqu'au 3 juin, la Ville invite les Parisiens (de toutes nationalités) âgés de ...  "
5,2018-08-08,Le Parisien - Paris ,543mots,I.G.,Tornade de feu en Californie,"    ...  lancée par un tweet du président américain Donald Trump, opposé à la théorie du réchauffement  climatique et qui a retiré l'an dernier son pays de l'accord de Paris. Il incrimine ...  "
6,2018-06-05,Le Parisien - Essonne,457mots,,"Contre le changement climatique, ils réfléchissent",        ...  dizaines de personnes autour d'un même objectif : contribuer à la rédaction du futur Plan  climat air énergie territorial (PCAET) de l'agglomération Paris Saclay. Plusieurs rendezvous de coconstruction ont été ...  
7,2018-07-05,Le Parisien - Paris ,439mots,,Il n'a jamais fait aussi chaud au printemps,"  climat Par Christophe Goudaillier Le trimestre avrilmaijuin est le deuxième plus chaud jamais enregistré en France. Mais dans certains endroits, comme à Paris, Météo France explique que les températures n ...  "
8,2018-07-25,Le Parisien - Edition Principale ,325mots,I.G.,L'Europe entière dans les flammes,"    ... réchauffement  climatique En Europe du Nord, les feux touchent aussi la Lettonie qui affronte depuis une semaine des incendies coriaces, très difficiles à circonscrire, dans des zones de tourbière. Ces foyers ont ...  "
9,2018-06-09,Le Parisien - Val de Marne,261mots,@marionkremp,Le département soutient vos projets écolos,"    ...  L'occasion pour le conseil départemental de renouveler son appel à projets en faveur du  climat. L'année dernière les lauréats, soit huit associations et le territoire GrandOrlySeineBièvre, s ...  "
10,2018-07-25,Le Parisien - Paris ,580mots,,UNE CANICULE AUSSI TERRIBLE QU'EN 2003 ?,"        ...  surprennent pas vraiment Jean Jouzel. Membre du Groupe d'experts intergouvernemental sur l'évolution du  climat (Giec), il s'alarme depuis des années. « En cas de réchauffement non maîtrisé, nous nous attendons ...  "
11,2018-05-25,Le Parisien - Paris ,172mots,M.-A.G.,Votez pour ou contre... le plan Climat,"    ...  des Parisiens âgés de 15 ans et plus. L'objet de cette consultation : le plan  Climat air énergie. Adopté à l'unanimité au mois de mars, il prévoit 500 mesures pour lutter ...  "
12,2018-06-06,Le Parisien - Paris ,341mots,Propos recueillis par Émilie Torgemen,« Des épisodes de plus en plus violents »,    Les orages qui traversent la France sontils liés au réchauffement  climatique ? JEAN JOUZEL. On est sûrs que l'évolution du  climat conduit à plus de pluies intenses. C'estàdire ...  
13,2018-07-23,Le Parisien - Paris,540mots,@leparisien_75,Des cours de récré « oasis » pour résister à la canicule,"    ...  aux canicules qui devraient se multiplier dans les années à venir en raison du dérèglement  climatique. « C'est un projet enthousiasmant, reconnaît Célia Blauel, adjointe en charge de l'environnement. J'ai ...  "
14,2018-05-28,Le Parisien - Hauts-de-Seine,98mots,,Débattez sur le plan climat,"        Malakoff Lutter contre le dérèglement  climatique, tout en améliorant les conditions de vie des habitants. C'est l'objectif du plan  climatairénergie territorial (PCAET), document pensé à l'échelle de ...  "
15,2018-05-12,Le Parisien - Yvelines,116mots,,"Le climat, et si on en parlait ?","        Le Perray enYvelines Le problème du réchauffement  climatique vous inquiète et vous questionne ? La Maison des Projets, récemment ouverte au PerrayenYvelines, organise aujourd'hui un aprèsmidi dédié à ...  "
16,2018-05-31,Le Parisien - Paris ,575mots,,« La période la plus orageuse depuis dix ans »,        ...  atmosphère très instable. Cette situation devrait perdurer les dix premiers jours de juin. Le réchauffement  climatique peutil accroître à l'avenir la fréquence des orages ? Je n'aime pas ce genre ...  
17,2018-06-05,Le Parisien - Val de Marne,168mots,M.K.,Un réseau de transition écolo lancé,"    ...  réseau a pour objectif de trouver à l'échelon local des solutions à l'urgence  climatique et sociale. Anciennement Club  climat énergie, le réseau permettra de dresser un bilan des actions menées ...  "
18,2018-06-10,Le Parisien - Edition Principale ,169mots,,RELIGION Le pape François a défendu l'accord,"        RELIGION Le pape François a défendu l'accord de Paris de la COP21 sur le  climat hier. Recevant les responsables de plusieurs majors (BP, Royal Dutch Shell et la compagnie publique norvégienne ...  "
19,2018-06-29,Le Parisien - Paris ,538mots,@mavielnicolas,Besoin d'un peu de fraîcheur ?,"    ...  nocturnes. « Nous avons lancé au début de la mandature une grande étude sur le dérèglement  climatique et ses conséquences à Paris, explique Célia Blauel adjointe (EELV) chargée du développement durable, de l ...  "
20,2018-05-04,Le Parisien - Essonne,417mots,,450 000 € pour une agglo plus verte,"        ParisSaclay Par Cécile Chevallier La lutte contre le réchauffement  climatique se joue aussi au niveau local. La communauté d'agglomération ParisSaclay a signé hier, à Orsay, un Contrat d'objectifs ...  "
