,date,publication,words,author,title,intro
0,2013-04-04,Le Parisien,175mots,Stéphanie Hancq,Un prix Nobel en conférence à la fête du Climat,"    L'agglomération de la région de Compiègne organise samedi la fête du  Climat pour amener chacun à réduire les émissions de gaz à effet de serre. Jean Jouzel, climatologue et glaciologue reconnu ...  "
1,2013-04-25,Le Parisien,111mots,,Consultation des habitants,        L'agglomération de la région de Compiègne (ARC) mène un plan  climat énergie territorial pour lutter contre le changement  climatique en réduisant les émissions de gaz à effet de serre et en ...  
2,2013-04-09,Le Parisien,95mots,,De plus en plus de turbulences en avion,"        ...  Les turbulences qui perturbent le vol des avions pourraient fortement augmenter en raison du réchauffement  climatique, selon une étude publiée hier dans « Nature Climate Change » qui cible le corridor aérien audessus ...  "
3,2013-01-13,Le Parisien,72mots,,... et menace sur la pasta italienne,"        ...  la confection des incomparables pâtes transalpines, est en voie de disparition du fait du changement  climatique. La culture du blé dur nécessite un  climat méditerranéen, composé d'hivers pluvieux et d'étés ...  "
4,2013-03-21,Le Parisien,56mots,,Les super-ouragans dopés par le réchauffement climatique,"        ...  oC, la fréquence des ouragans extrêmes augmentera de 3 à 4 fois ; et si le  climat de la planète devient 2 oC plus chaud, le nombre de ces phénomènes sera 10 fois ...  "
5,2013-01-03,Le Parisien,214mots,F. M.,Une énergie deux fois plus polluante que le gaz naturel,"    ...  la houille, c'est notamment parce qu'elle est l'un des principaux ennemis du  climat. « Le charbon émet pratiquement deux fois plus de gaz à effet de serre que le gaz ...  "
6,2013-01-21,Le Parisien,464mots,Alix Bouilhaguet,Obama veut rester dans l'histoire,"    ...  York Times » évoque aussi la fermeture de la prison de Guantánamo, prévue depuis... quatre ans.  Climat, éducation, mais aussi contrôle des armes Muni de son précieux blocnotes, Obama a réuni son ...  "
7,2013-03-31,Le Parisien,140mots,D.L.C.,Une fête encore bien frisquette,    ...  situation n'a rien d'exceptionnelle car « cela fait partie de la variabilité naturelle du  climat tempéré » de la France. Les dimanches de Pâques au frais étaient courants dans les années 1970 ...  
8,2013-04-08,Le Parisien,121mots,,Le climat expliqué par les jeux,"        ...  pourrait faire croire l'inverse, mais c'est un fait reconnu par les scientifiques : le  climat de la terre se réchauffe. Pour s'en convaincre, et afin de vulgariser les solutions préconisées ...  "
9,2013-04-01,Le Parisien,316mots,élodie soulié,Pâques au tison... avec les experts météo,"    ...  chaud que sur le parvis venté, le dixième forum international de la météo et du  climat a vu défiler des milliers d'amateurs ce weekend et presque autant d'inquiets. « Et ...  "
10,2013-02-05,Le Parisien,353mots,FRÉDÉRIC MOUCHON,On chasse encore l'ours polaire,"    ... 'est peutêtre que... la partie émergée de l'iceberg. Car, audelà du réchauffement  climatique qui réduit comme peau de chagrin son territoire, l'ours polaire est aussi victime des chasseurs ...  "
11,2013-03-14,Le Parisien,63mots,,Depuis quand la Terre n'a-t-elle pas connu un tel réchauffement climatique?,"        ...  contraire grimpé de 0,8 °C. De fait, notre planète devrait en ce moment être en train de se refroidir, en préambule d'une prochaine glaciation, contrariée par le réchauffement  climatique.  ...  "
12,2013-02-25,Le Parisien,118mots,F.M.,La mer plus haute de 20 cm depuis 1900,"    ...  cette hausse des océans est lié au dilatement thermique de l'eau consécutif au réchauffement  climatique, explique Anny Cazenave spécialiste du niveau des mers au CNRS. L'essentiel est dû à la ...  "
13,2013-03-21,Le Parisien,304mots,Sophie Bordier,Il tend la main aux jeunes sur ses chantiers,"    ...  j'ai pu avoir mon CAP plomberie, électricité, couvreur et mon brevet professionnel en génie  climatique. Mais on n'a pas de quoi nourrir cette soif des jeunes qui veulent travailler ! Après ...  "
14,2013-04-13,Le Parisien,355mots,Frédéric Mouchon (avec Erwan Benezet),Et si on taxait la clim...,"    C'est l'un des paradoxes du réchauffement  climatique. Pour supporter des étés toujours plus chauds, la climatisation est devenue aussi incontournable que le chauffage en hiver, au bureau comme à la ...  "
15,2013-02-11,Le Parisien,213mots,,Le dico de l'éco,"        ...  d'une telle taxe est de réduire les émissions de gaz polluants, responsables du réchauffement  climatique, sur le principe du pollueurpayeur. En ce sens, elle est une taxe dite « pigouvienne », du ...  "
16,2013-01-24,Le Parisien,89mots,,"La suie, accélérateur du réchauffement climatique",        Les mauvaises nouvelles se succèdent dans la bataille contre le réchauffement  climatique. On vient d'apprendre que la première décennie du XXIe siècle a été la plus chaude depuis le début des ...  
17,2013-02-07,Le Parisien,85mots,,Il va moins pleuvoir à cause du réchauffement,"        ...  n'étaient pas d'accord sur le sujet. La hausse des températures, due au réchauffement  climatique planétaire, va bien entraîner une baisse des précipitations et une augmentation des sécheresses, assure une étude ...  "
18,2013-02-11,Le Parisien,476mots,,Faire des économies en réduisant son bilan carbone,"        ...  de son habitat ou de son alimentation sur l'environnement, c'est possible. Différents gestes simples et souvent gratuits permettent de limiter le réchauffement  climatique et de réaliser des économies substantielles.  ...  "
19,2013-04-15,Le Parisien,42mots,,Les extravagances du climat expliquées,"        MEULAN. Comment expliquer les turpitudes du  climat? Emmanuel Le Roy Ladurie, professeur au Collège de France, Gérard Beltrando, professeur de climatologie à ParisDiderot, et Martin de la Soudière, sociologue du climat ...  "
20,2013-04-01,Le Parisien,241mots,,Pâques au tison... avec les experts météo,"        ...  l'HôteldeVille de Paris, le dixième forum international de la météo et du  climat a vu défiler des milliers d'amateurs ce weekend et presque autant d'inquiets. « Et ...  "
21,2013-01-18,Le Parisien,171mots,N.R.,La région veut développer les chaufferies au bois,"    ...  bois génère très peu de particules fines », indique Vincent Le Biez, chef du service énergie  climat à la direction régionale de l'environnement et de l'énergie. Un argument de poids dans ...  "
22,2013-01-12,Le Parisien,578mots,Marie d'Ornellas,La justice examine le système Dassault,    ...  Bechter. Pourquoi l'affaire sort maintenant? La révélation de l'enquête préliminaire intervient dans un  climat tendu. Les conseils municipaux sont souvent interrompus par des groupes d'individus. Une dizaine de bâtiments ...  
