,date,publication,words,author,title,intro
0,2015-10-05,La Croix,3332mots,REJU Emmanuelle,Les clés pour comprendre le changement climatique,"    ... À deux mois de la conférence de Paris sur le  climat, La Croix republie un dossier spécial, déjà paru dans nos éditions des 30 et 31 mai derniers, sur les clés pour ...  "
1,2015-12-02,La Croix,712mots,BOUNIOL Béatrice,"Entretien Fabien Locher Spécialiste de l'histoire environnementale : « Sous la monarchie de Juillet, le climat est déjà considéré comme [...]",    ... 'est la Révolution française qui marque l'origine historique de la politisation de la question  climatique en France. La régulation des pratiques forestières est alors déstabilisée par la suppression de l'administration ...  
2,2015-12-08,La Croix,768mots,REJU Emmanuelle,"Le temps des décisions. Entretien Anna Maria Lammel, maître de conférences à l'université Paris 8, anthropologue et docteure en psychologie [...]",    ...  souvent un abîme entre les discours prononcés par les chefs d'État en faveur du  climat  comme au premier jour de la COP21  et les décisions prises au niveau national. Nos gouvernants ...  
3,2015-09-21,La Croix,1184mots,COCHEZ Pierre,"ENTRETIEN Mary Robinson, présidente de Mary Robinson Foundation - Climate Justice « Aujourd'hui, aucun pays au monde ne se développe [...]",    ...  et d'agir. Ils devront le faire à l'occasion de la conférence sur le  climat à Paris en décembre. L'urgence est de limiter à moins de 2 °C le réchauffement ...  
4,2015-11-27,La Croix,1430mots,D'ALANCON François,"Entretien Kofi Annan, secrétaire général des Nations unies de 1997 à 2006 (1) : « La justice et l'équité doivent [...]",    Quelles sont les conditions pour réussir la 21e Conférence des Nations unies sur le changement  climatique (COP21)? Kofi Annan: Nous savons tous ce qui est arrivé à la conférence de Copenhague en ...  
5,2015-11-30,La Croix,880mots,REJU Emmanuelle,A quoi servent donc les « COP » ?,"    Lente, lourde, et absconse. Les qualificatifs appliqués à la négociation onusienne sur le  climat sont bien connus. Pour ses détracteurs, ce processus au long cours, scandé par les Conférences des parties (COP ...  "
6,2015-10-01,La Croix,870mots,REJU Emmanuelle,La plupart des pays ont rendu leur copie sur le climat,    ...  de 64 %... Tous ces éléments figurent dans les engagements nationaux de lutte contre le changement  climatique qui devaient être rendus publics avant ce jeudi. Prévus dans le cadre de l'accord mondial ...  
7,2015-09-28,La Croix,574mots,MALOVIC Dorian,La Chine veut s'imposer comme le leader de la lutte contre le changement climatique,"    Quelle est la nature de la proposition chinoise sur le  climat ? Dans le cadre des discussions entre les dirigeants chinois et américain, qui président les deux nations qui polluent le plus, Barack ...  "
8,2015-10-05,La Croix,1243mots,,"[aux alentours de 1940, suivi d'une...]","        ... Quelles différences avec les variations du  climat passé ? En 4,6 milliards d'années d'existence, la Terre en a vu d'autres. Elle porte aujourd'hui deux calottes de glace, une ...  "
9,2015-10-17,La Croix,1601mots,REJU Emmanuelle,"Laurence Tubiana, ambassadrice du climat","    ...  À la tribune du site du Bourget, où se déroulera la conférence mondiale sur le  climat, défileront les chefs d'État. Les photographes immortaliseront les poignées de main. Et si tout va ...  "
